Year,Artist,Title,Category,Award
2002,Maria Mena,Another phase,Popsolist,Nei
2002,Maria Solheim,Behind closed doors,Popsolist,Nei
2002,Thomas Dybdahl,…that great October sound,Popsolist,Ja
2002,Dadafon,Visitor,Popgruppe,Nei
2002,Ephemera,Balloons and champagne,Popgruppe,Ja
2002,Minor Majority,"If I told you, you were beatiful",Popgruppe,Nei
2002,Popium,Permanently high,Popgruppe,Nei
2002,The Margarets,What kept you?,Popgruppe,Nei
2002,Al Phoenix,Lean that way forwards,Rock,Nei
2002,Gluecifer,Basement apes,Rock,Nei
2002,Jr Ewing,Ride paranoia,Rock,Nei
2002,Madrugada,Grit,Rock,Ja
2002,Vidar Vang,Rodeo,Rock,Nei
2002,Frode Haltli,Looking on darkness,Samtidsmusikk,Ja
2002,Oslo Strykekvartett,The silver cord,Samtidsmusikk,Nei
2002,Truls Mørk,Dutilleux,Samtidsmusikk,Nei
2002,Apollo,Mine damer og herrer,Hip-Hop,Nei
2002,Equicez,Live from pass it,Hip-Hop,Nei
2002,Paperboys,No cure for life,Hip-Hop,Ja
2002,Bjørn Eidsvåg,Tålt,Viser,Nei
2002,Elias Akselsen,Hjemlandsklokker,Viser,Nei
2002,Kari Bremnes,11 ubesvarte anrop,Viser,Nei
2002,Odd Børretzen/Lars Martin Myhre,Kelner!,Viser,Ja
2002,Vamp,Månemannen,Viser,Nei
2002,Jaga Jazzist,The stix,Åpen Klasse,Nei
2002,Mari Boine,Eight seasons,Åpen Klasse,Nei
2002,Nils Petter Molvær,NP3,Åpen Klasse,Nei
2002,Sidsel Endresen/Bugge Wesseltoft,"Out here, in there",Åpen Klasse,Ja
2002,Ulver,Lyckantropen themes,Åpen Klasse,Nei
2002,A-ha,Forever not yours,Årets Låt,Nei
2002,Bjørn Eidsvåg,Mysteriet deg,Årets Låt,Ja
2002,Maria Mena,My lullaby,Årets Låt,Nei
2002,Paperboys med Madcon,Barcelona,Årets Låt,Nei
2002,Röyksopp,Remind me,Årets Låt,Nei
2002,Röyksopp,,Årets Spellemann,Ja
2001,Asgeir,Sjefen over alle sjefer,Barneplate,Nei
2001,UHU,UHU,Barneplate,Ja
2001,Wenche Myhre,Du og jeg og vi to,Barneplate,Nei
2001,Bjørn Berge,Stringmachine,Blues,Ja
2001,Knut Reiersrud,Sweet showers of rain,Blues,Nei
2001,Kåre Virud,I teatret,Blues,Nei
2001,Gunnar Fjeldseth Band,Det er hælj,Danseorkester,Nei
2001,Scandinavia,De aller beste live,Danseorkester,Ja
2001,Trond Erics,Det ligger no' rart i luften,Danseorkester,Nei
2001,Bjørn Torske,Trøbbel,Elektronika,Nei
2001,Röyksopp,Melody AM,Elektronika,Ja
2001,Xploding Plastix,Amateur girlfriend og proskit agents,Elektronika,Nei
2001,Bukkene Bruse,Den fagraste rosa,Folkemusikk/Gammaldans,Nei
2001,Knut Buen,Spelemannsprøva,Folkemusikk/Gammaldans,Nei
2001,Kvarts,Filigran,Folkemusikk/Gammaldans,Nei
2001,Per Sæmund Bjørkum,Berg og vatn,Folkemusikk/Gammaldans,Ja
2001,Close Erase,Dance this,Jazz,Nei
2001,Knut Riisnæs,Touching,Jazz,Nei
2001,Silje Nergaard,At first light,Jazz,Nei
2001,Urban Connection,Urban connection,Jazz,Ja
2001,Leif Ove Andsnes,Liszt - Piano recital,Klassisk Musikk,Nei
2001,Rolf Lislevand,Alfabeto,Klassisk Musikk,Ja
2001,Vertavo String Quartet,Bela Bartok: String quartets 1-6,Klassisk Musikk,Nei
2001,Borknagar,Empiricism,Metal,Nei
2001,Dimmu Borgir,Puritanical euphoric misanthropia,Metal,Ja
2001,Emperor,Prometheus,Metal,Nei
2001,Cato Salsa Experience,So the circus is back in town,Årets Musikkvideo,Nei
2001,Jaga Jazzist,Airborne,Årets Musikkvideo,Nei
2001,Opaque,Finally here,Årets Musikkvideo,Nei
2001,Popium,Favourite blunders,Årets Musikkvideo,Nei
2001,Röyksopp,Eple,Årets Musikkvideo,Ja
2001,Kaizers Orchestra,Ompa til du dør,Årets Nykommer,Nei
2001,Kings of Convenience,Quiet is the new loud,Årets Nykommer,Nei
2001,Röyksopp,Melody AM,Årets Nykommer,Nei
2001,Sondre Lerche,Faces down,Årets Nykommer,Ja
2001,Tweeterfriendly Music,Enjoy tweeter - Friendly music volume 2,Årets Nykommer,Nei
2001,Morten Abel,I'll come back and love you forever,Popsolist,Ja
2001,Odd,Mind your head,Popsolist,Nei
2001,Sondre Lerche,Faces down,Popsolist,Nei
2001,D'Sound,Talkin' talk,Popgruppe,Nei
2001,Katthult,Katthult,Popgruppe,Nei
2001,Savoy,Reasons to stay,Popgruppe,Ja
2001,Zuma,Juno,Popgruppe,Nei
2001,Kaizers Orchestra,Ompa til du dør,Rock,Ja
2001,Kaada,Than you for giving me your valuable time,Rock,Nei
2001,Motorpsycho,Phanerothyme,Rock,Nei
2001,Vidar Busk,Venus Texas,Rock,Nei
2001,Whopper,Takes & mistakes,Rock,Nei
2001,Ametri String Quartet,Ness / Husby / Buene / Grenager /Kahrs / Adderly,Samtidsmusikk,Nei
2001,Bit 20 og Solister,Henrik Hellstenius Sera,Samtidsmusikk,Nei
2001,Peter Herresthal,Arne Nordheim: Complete violin music,Samtidsmusikk,Ja
2001,Klovner i Kamp,Bjølsen hospital,Hip-Hop,Ja
2001,Opaque,Gourmet garbage,Hip-Hop,Nei
2001,Professor Anarad,I lost my mind somewhere by da rivers of Babylon,Hip-Hop,Nei
2001,Salvador,Solar consciousness,Hip-Hop,Nei
2001,Anita Skorgan,Gull,Viser,Nei
2001,Halvdan Sivertsen,"Tvil, håp og kjærlighet",Viser,Ja
2001,Jonas Fjeld,Tidevand,Viser,Nei
2001,Kirsten Bråten Berg,Syng du mi røyst,Viser,Nei
2001,Anja Garbarek,Smiling & waving,Åpen Klasse,Ja
2001,Arve Henriksen,Sakuteiki,Åpen Klasse,Nei
2001,Bugge Wesseltoft,Moving,Åpen Klasse,Nei
2001,Krøyt,One heart is too small,Åpen Klasse,Nei
2001,Paal Nilssen-Love,Sticks & stones,Åpen Klasse,Nei
2001,Cape,Tic-tac,Årets Låt,Nei
2001,Hanah,Hollywood lie,Årets Låt,Nei
2001,Morten Abel,I'll come back and love you forever,Årets Låt,Ja
2001,Organic,Big brother,Årets Låt,Nei
2001,Röyksopp,Eple,Årets Låt,Nei
2001,Morten Abel,,Årets Spellemann,Ja
2001,A-ha,Take on me,Tidenes norske hit,Nei
2001,Bobbysocks,La det swinge,Tidenes norske hit,Nei
2001,Børretzen/Myhre,Noen ganger er det all right,Tidenes norske hit,Ja
2001,De Lillos,Neste sommer,Tidenes norske hit,Nei
2001,DumDum Boys,Splitter pine,Tidenes norske hit,Nei
2001,Halvdan Sivertsen,Kjærlighetsvise,Tidenes norske hit,Nei
2001,Jahn Teigen,Min første kjærlighet,Tidenes norske hit,Nei
2001,Jørn Hoel,Har en drøm,Tidenes norske hit,Nei
2001,Knutsen & Ludvigsen,Juba-juba,Tidenes norske hit,Nei
2001,Lars Kilevold,Livet er for kjipt,Tidenes norske hit,Nei
2001,The Monroes,Sunday people,Tidenes norske hit,Nei
2001,Åge Aleksandersen,Lys og varme,Tidenes norske hit,Nei
2000,Asgeir,Fritt fram,Barneplate,Ja
2000,Minken Fosheim,Eventyret om Vivaldi,Barneplate,Nei
2000,Terje Formoe,Kaptein Sabeltann og den forheksede øya,Barneplate,Nei
2000,Kjell Hillveg,,Bransjeprisen,Ja
2000,Dænsebændet,Gøy på landet,Danseorkester,Nei
2000,Ole Ivars,Medisin mot det meste,Danseorkester,Ja
2000,Sie Gubba,Lynx'n,Danseorkester,Nei
2000,Biosphere,Cirque,Dance/Hip-Hop,Ja
2000,Howard Maple,Inside,Dance/Hip-Hop,Nei
2000,Oslo Fluid,Cycles of life,Dance/Hip-Hop,Nei
2000,Håkon Høgemo,Solo,Folkemusikk/Gammaldans,Ja
2000,Knut Hamre / Åse Teigland / Frank Rolland,Håstabøslåttar,Folkemusikk/Gammaldans,Nei
2000,Sinikka Langeland,Lille Rosa: Kjærlighetsballader,Folkemusikk/Gammaldans,Nei
2000,A-ha,,Årets hederspris,Ja
2000,Bjørnar Andresen / Svein Finnerud / Paal Nilssen-Love,Egne Hoder,Jazz,Nei
2000,Morten Gunnar Larsen / Georg Reiss,Rhapsody,Jazz,Nei
2000,Petter Wettre / Per Oddvar Johansen,The Only Way To Travel,Jazz,Ja
2000,Silje Nergaard,Port Of Call,Jazz,Nei
2000,Kåre Nordstoga,J. S. Bach: Toccata og Fuga,Klassisk,Nei
2000,Leif Ove Andsnes / Det Norske Kammerorkester,"Haydn: Pianokonsert nr. 3, 4 og 11",Klassisk,Ja
2000,Truls Mørk,Britten: Cello Suites 1-3,Klassisk,Nei
2000,Enslaved,Mardraum,Hardrock,Nei
2000,Ram-Zet,Pure Therapy,Hardrock,Nei
2000,Sensa Anima,Sin Thatic,Hardrock,Ja
2000,A-ha,Velvet,Videoprisen,Ja
2000,Bertine Zetlitz,Adore Me,Videoprisen,Nei
2000,Diaz feat. Eye N'l,La Vida Loca,Videoprisen,Nei
2000,Morten Abel,Hard To Stay Awake,Videoprisen,Nei
2000,Briskeby,Jeans for Onassis,Årets Nykommer,Ja
2000,Ricochets,Slo-mo Suicide,Årets Nykommer,Nei
2000,Tungtvann,Nord og Ned,Årets Nykommer,Nei
2000,Anneli Drecker,Tundra,Popsolist,Nei
2000,Bertine Zetlitz,Beautiful So Far,Popsolist,Ja
2000,Jørn Hoel,En Blå Løk,Popsolist,Nei
2000,Sissel,All Good Things,Popsolist,Nei
2000,A-ha,Minor Earth/Major Sky,Popgruppe,Nei
2000,Briskeby,Jeans for Onassis,Popgruppe,Ja
2000,Ephemera,Sun,Popgruppe,Nei
2000,M2M,Shades Of Purple,Popgruppe,Nei
2000,De Lillos,Kast Alle Papirene,Rock,Nei
2000,Midnight Choir,Unsong Heroine,Rock,Nei
2000,Motorpsycho,Let Them Eat Cake,Rock,Ja
2000,Poor Rich Ones,Happy Happy Happy,Rock,Nei
2000,Sister Sonny,"While Others Dance, Sister Sonny",Rock,Nei
2000,Arve Tellefsen,"Arne Norheim: Concerto for Violin And Orchestra, Fartein Valen: Concerto For Violin And Orchestra",Samtidsmusikk,Nei
2000,Kenneth Karlsson,Sofferte Onde Serene,Samtidsmusikk,Ja
2000,Oslo Sinfonietta,"Music by Hagerup, Reinholdsen, Buene, Hagen og Kjelstrup Ratkje",Samtidsmusikk,Nei
2000,Kari / Ola og Lars Bremnes,Soløye,Viser og Viserock,Ja
2000,Ole Paus,Den Velsignede,Viser og Viserock,Nei
2000,Vamp,En Annen Sol,Viser og Viserock,Nei
2000,Farmers Market / Stian Carstensen,"Farmers Market, Stian Carstensen",Åpen Klasse,Nei
2000,Herborg Kråkevik,Kråkeviks Songbok,Åpen Klasse,Nei
2000,Nils Petter Molvær,Solid Ether,Åpen Klasse,Ja
2000,Sidsel Endresen,Undertow,Åpen Klasse,Nei
2000,Tango for 3  & Per Arne Glorvigen,Tango?,Åpen Klasse,Nei
2000,A-ha,Summer Moved On,Årets Låt,Nei
2000,BigBang,Girl in Oslo,Årets Låt,Nei
2000,Briskeby,Propaganda,Årets Låt,Ja
2000,M2M,Don't Say You Love Me,Årets Låt,Nei
2000,Opus X,Loving You Girl,Årets Låt,Nei
2000,Herborg Kråkevik,,Årets Spellemann,Ja
1999,Diverse Artister,Jul i Blåfjell,Barneplate,Ja
1999,Eldbjørg Raknes,Det Bor En Gammel Baker...,Barneplate,Nei
1999,Geirr Lystrup,Krystallslottet,Barneplate,Nei
1999,Ingemars,Spellemenn østpå skogen,Danseorkester,Nei
1999,Nordre Sving,Livets glade gutter,Danseorkester,Nei
1999,Ole Ivars,Ole Ivars i 2000,Danseorkester,Ja
1999,Mental Overdrive,Ad Absurdum,Dance,Nei
1999,Palace of Pleasure,Popaganda,Dance,Ja
1999,Sternklang,Neolounge,Dance,Nei
1999,Kvarts,Kvarts,Folkemusikk/Gammaldans,Ja
1999,Nye Ringnesin,Leik,Folkemusikk/Gammaldans,Nei
1999,Sven Nyhus,Pols i Rørostraktom,Folkemusikk/Gammaldans,Nei
1999,Sven Nyhus,,Årets hederspris,Ja
1999,Karin Krogh & John Surman,Bluesand,Jazz,Ja
1999,The Trio,Meet the locals,Jazz,Nei
1999,Vigleik Storaas,Open Excursions,Jazz,Nei
1999,Leif Ove Andsnes,"Verker av Shostakovich, Britten, Enesco",Klassisk,Nei
1999,Oslo Filharmoniske Orkester,Johannes Brahms: Symf. 2 & 3,Klassisk,Nei
1999,Truls Mørk,Verker av Elgar og Britten,Klassisk,Ja
1999,Black Debbath,"Tung, tung politisk rock",Hardrock,Nei
1999,Dimmu Borgir,Spiritual black dimensions,Hardrock,Nei
1999,The Kovenant,Animatronic,Hardrock,Ja
1999,Baba Nation,Too Bad,Videoprisen,Nei
1999,Babel Fish,Light of day,Videoprisen,Ja
1999,Lene Marlin,Sitting Down Here,Videoprisen,Nei
1999,Locomotives,Atomic,Videoprisen,Nei
1999,Multicyde,Not For The Dough,Videoprisen,Nei
1999,BigBang,Electric psalmbook,Årets Nykommer,Nei
1999,Lene Marlin,Playing my game,Årets Nykommer,Ja
1999,Madrugada,Industrial silence,Årets Nykommer,Nei
1999,Claudia Scott,Soul on soul,Popsolist,Nei
1999,Lene Marlin,Playing my game,Popsolist,Ja
1999,Morten Abel,"Here we go then, you and I",Popsolist,Nei
1999,Locomotives,Albert,Popgruppe,Nei
1999,Savoy,Mountains of time,Popgruppe,Ja
1999,Thinkerbell,Thinkerbell,Popgruppe,Nei
1999,BigBang,Electric psalmbook,Rock,Nei
1999,Kåre & The Cavemen,Long days flight till tomorrow,Rock,Nei
1999,Madrugada,Industrial silence,Rock,Ja
1999,Monopot,Something is like nothing was,Rock,Nei
1999,Vidar Busk & His True Believers,Atomic swing,Rock,Nei
1999,Cikada / Oslo Sinfonietta / Trondheim Symfoniorkester / Riise / Eggen,Jon Øivind Ness: Dandy garbage,Samtidsmusikk,Nei
1999,Oslo Filharmoniske Orkester / Det Norske Kammerorkester / Oslo Sinfonietta,Rolf Wallin: Boyl,Samtidsmusikk,Ja
1999,Oslo Sinfonietta / Cikada / Lindberg / Eggen,Bernt Sørensen: Birds and bells,Samtidsmusikk,Nei
1999,Bjørn Eidsvåg,Tapt uskyld,Viser/Viserock,Nei
1999,Henning Kvitnes,Heartland,Viser/Viserock,Nei
1999,Jan Eggum,Deilig,Viser/Viserock,Ja
1999,Furuholmen/Bjerkestrand/Wadlin,Hermetic,Åpen Klasse,Nei
1999,Ketil Bjørnstad,The Rosenborg Tapes vol. 2 - 20 variasjoner over preludium & fuge i ciss-moll av Johan Sebastian Bach,Åpen Klasse,Nei
1999,Krøyt,Low,Åpen Klasse,Ja
1999,Oslo Kammerkor,Bergtatt,Åpen Klasse,Nei
1999,The Brazz Brothers,Ngoma,Åpen Klasse,Nei
1999,Baba Nation,Too Bad,Årets Låt,Nei
1999,Lene Marlin,Sitting Down Here,Årets Låt,Ja
1999,Morten Abel,Tulipz,Årets Låt,Nei
1999,Multicyde,Not For The Dough,Årets Låt,Nei
1999,Savoy,Star,Årets Låt,Nei
1999,Ole Ivars,,Årets Spellemann,Ja
1999,Lene Marlin,,Årets Artist,Ja
1998,Anita Skorgan / Odd Børretzen,Våre beste barnesanger 4,Barneplate,Nei
1998,Elever ved Gamlebyen Skole,Syng som småfolk,Barneplate,Ja
1998,Maj Britt Andersen,Chevina,Barneplate,Nei
1998,Ole Ivars,På cruise og tvers,Danseorkester/Gammaldans,Nei
1998,Picazzo,Blanke ark,Danseorkester/Gammaldans,Ja
1998,Scandinavia,God jul og godt nyttår,Danseorkester/Gammaldans,Nei
1998,Information,Artifacts,Dance,Nei
1998,Jan Bang,Pop Killer,Dance,Nei
1998,Päronsoda,A nightclub in Tunisia,Dance,Ja
1998,Bukkene Bruse,Steinstolen,Folkemusikk,Nei
1998,Frode Nyvold,Skjemt og sjanti,Folkemusikk,Nei
1998,Hallvard T. Bjørgum / Bjarne Herrefoss / Knut Hamre,Toneflaum,Folkemusikk,Ja
1998,Ole Paus,,Årets Hederspris,Ja
1998,Espen Rud,Rudlende,Jazz,Ja
1998,Staffan William-Olsson,Smile,Jazz,Nei
1998,The Brazz Brothers,Towards the sea,Jazz,Nei
1998,Leif Ove Andsnes,"Brahms: Klaverkonsert nr. 1 og tre intermezzi, op. 117",Klassisk,Nei
1998,Solveig Kringlebotn,Black roses,Klassisk,Ja
1998,Truls Mørk,Miaskovsky/Prokofiev,Klassisk,Nei
1998,Covenant,Nexus polaris,Hardrock,Ja
1998,Dimmu Borgir,Godless savage garden,Hardrock,Nei
1998,Mundanus Imperium,The spectral spheres coronation,Hardrock,Nei
1998,Bertine Zetlitz,Morbide latenight show,Årets Nykommer,Ja
1998,Päronsoda,A nightclub in Tunisia,Årets Nykommer,Nei
1998,The Getaway People,The Getaway People,Årets Nykommer,Nei
1998,Bertine Zetlitz,Morbid latenight show,Popsolist,Ja
1998,Frost,Bedsit theories,Popsolist,Nei
1998,Sigvart Dagsland,Fri,Popsolist,Nei
1998,Babel Fish,Babel Fish,Popgruppe,Nei
1998,D'Sound,Beauty is a blessing,Popgruppe,Ja
1998,Trang Fødsel,Feber,Popgruppe,Nei
1998,Midnight Choir,Amsterdam stranded,Rock,Ja
1998,The Yum Yums,Sweet as candy,Rock,Nei
1998,Vidar Busk & His True Believers,I came here to rock,Rock,Nei
1998,Einar Henning Smebye,Piano,Samtidsmusikk,Nei
1998,Oslo Filharmoniske Orkester,Lasse Thoresen: The sonic mind,Samtidsmusikk,Ja
1998,Peter Herresthal,Please accept my ears!,Samtidsmusikk,Nei
1998,Herborg Kråkevik,Herborgs verden,Viser/Viserock,Nei
1998,Kari Bremnes,Svarta bjørn,Viser/Viserock,Nei
1998,Vamp,Flua på veggen,Viser/Viserock,Ja
1998,Bugge Wesseltoft / Sidsel Endresen,Duplex ride,Åpen Klasse,Ja
1998,Jan Magne Førde,Domen,Åpen Klasse,Nei
1998,Lars Martin Myhre,Hysj,Åpen Klasse,Nei
1998,Ole Paus / Oslo Kammerkor,"Det begynner å bli et liv, det begynner å ligne en bønn",Åpen Klasse,Nei
1998,Skruk,Stjernen ledet vise menn,Åpen Klasse,Nei
1998,Babel Fish,Out of the blue,Årets Låt,Nei
1998,Di Derre,Slå Meg På,Årets Låt,Nei
1998,Lene Marlin,Unforgivable sinner,Årets Låt,Ja
1998,Racer,Bønda fra nord,Årets Låt,Nei
1998,Trang Fødsel,Drømmedame,Årets Låt,Nei
1998,Leif Ove Andsnes,,Årets Spellemann,Ja
1998,Vidar Busk,,Årets Artist,Ja
1997,Anne Grimstad Fjeld,Seljåsen,Barneplate,Nei
1997,Gustav Lorentzen,Amadeus,Barneplate,Nei
1997,Minken Fosheim,Eventyret om Grieg,Barneplate,Nei
1997,Petter Moen og Øyvind Gravdal,Livet i Lyriaka,Barneplate,Ja
1997,Gluntan,Levandes live!,Danseorkester/Gammeldans,Ja
1997,Ove Bjørken,Landstryker,Danseorkester/Gammeldans,Nei
1997,Sven Nyhus Sekstett,Grimen,Danseorkester/Gammeldans,Nei
1997,N'Light'n,Deep green,Dance/Techno,Nei
1997,Palace of Pleasure,Emperor norton,Dance/Techno,Ja
1997,Those Norwegians,Kaminzky park,Dance/Techno,Nei
1997,Warlocks,Top notch,Dance/Techno,Nei
1997,Berit Opheim,Eitt steg,Folkemusikk,Nei
1997,Gunnar Stubseid og Ale Møller,Reisaren,Folkemusikk,Nei
1997,Ragnhild Furholt,Segner syng,Folkemusikk,Ja
1997,Sinikka Langeland,Strengen var af røde guld,Folkemusikk,Nei
1997,Arild Andersen,Hyperborean,Jazz,Nei
1997,Bendik Hofseth,Colours,Jazz,Nei
1997,Olga Konkova / Carl Morten Iversen og Audun Kleive,Going with the flow,Jazz,Nei
1997,Vigleik Storaas Trio,Andre Bilder,Jazz,Ja
1997,Leif Ove Andsnes,"Schumann, Klaviersonate no. 1 & Fantasie",Klassisk musikk,Nei
1997,Sigurd Slåttebrekk,Maurice Ravel: Musikk for piano,Klassisk musikk,Ja
1997,Truls Mørk,"Prokofiev, Shostakovich:E729 Cello sonatas. Stravinsky: Suite Italienne",Klassisk musikk,Nei
1997,Vertavo Kvartetten,Schumann: String quartets no. 2 & 3,Klassisk musikk,Nei
1997,Clawfinger,The Biggest & The Best,Hardrock,Nei
1997,Funny Farm,Amputate,Hardrock,Nei
1997,Motorpsycho,Angels and daemons at play,Hardrock,Ja
1997,TNT,Firefly,Hardrock,Nei
1997,D'Sound,Spice of life,Årets nykommer,Nei
1997,Locomotives,Spin,Årets nykommer,Ja
1997,N'Light'N,Deep green,Årets nykommer,Nei
1997,Palace of Pleasure,Emperor Norton,Årets nykommer,Nei
1997,Espen Lind,Red,Popsolist,Ja
1997,Finn Coren,The Blake Project: Spring,Popsolist,Nei
1997,Kari Rueslåtten,Spindelsinn,Popsolist,Nei
1997,Morten Abel,Snowboy,Popsolist,Nei
1997,D'Sound,Spice of life,Popgruppe,Nei
1997,DeLillos,Stakkars,Popgruppe,Nei
1997,Søsterhjemmet,Susa i hodet,Popgruppe,Nei
1997,Velvet Belly,Lucia,Popgruppe,Ja
1997,Kåre & the Cavemen,Jet age,Rock,Nei
1997,Poor Rich Ones,From the makers of ozium,Rock,Ja
1997,Savoy,Lackluster me,Rock,Nei
1997,Seigmen,Radiowaves,Rock,Nei
1997,Cikada,"Svorsk, swegian",Samtidsmusikk,Nei
1997,Cikada / Bjørg Værnes / Anders Brunsvik / Anne Gjevang / Peter Herresthal / Stavanger Symfoniorkester m/Alexander Dmitriev,Antonio Bibalo: Portrait,Samtidsmusikk,Nei
1997,Trond Sæverud,"Ghosts: Fiolinmusikk av Hvoslef, Nordheim og Haugland",Samtidsmusikk,Ja
1997,Bjørn Eidsvåg,På svai,Viser og viserock,Nei
1997,Fabel,Flørt,Viser og viserock,Nei
1997,Jan Eggum,Dingli bang,Viser og viserock,Nei
1997,Odd Børretzen og Lars Martin Myhre,Vintersang,Viser og viserock,Ja
1997,Gli Scapoli,Everything must change,Åpen Klasse,Nei
1997,Nils Petter Molvær,Khmer,Åpen Klasse,Ja
1997,Ole Edvard Antonsen,Read my lips,Åpen Klasse,Nei
1997,Skruk,Landet vi kommer fra,Åpen Klasse,Nei
1997,Timbersound,Hotel Oslo,Åpen Klasse,Nei
1997,Espen Lind,When Susannah Cries,Årets Låt,Ja
1997,Morten Abel,Lydia,Årets Låt,Nei
1997,Søsterhjemmet,Susa i Hodet,Årets Låt,Nei
1997,Trang Fødsel,Kursiv,Årets Låt,Nei
1997,Bjørn Eidsvåg,,Årets Spellemann,Ja
1997,Espen Lind,,Årets Artist,Ja
1996,Eventyr-ensemblet,Manndattera og kjerringdattera,Barneplater,Ja
1996,Marit & Marion,Synger kjente barnesanger,Barneplater,Nei
1996,Minken Fosheim,Eventyret om Beethoven,Barneplater,Nei
1996,Jan Borseths,Foill fræs,Danseorkester,Nei
1996,Ole Ivars,Dans på Skjermertopp,Danseorkester,Ja
1996,Scandinavia,Sammen igjen,Danseorkester,Nei
1996,Alanïa,Instinctive travel,Beste Danceartist,Nei
1996,Bel Canto,Magic box,Beste Danceartist,Ja
1996,Helén Eriksen,Standards,Beste Danceartist,Nei
1996,Annbjørg Lien,Prisme,Folkemusikk/Gammaldans,Nei
1996,Arne M. Sølvberg,Nordfjordslåttar,Folkemusikk/Gammaldans,Ja
1996,Dvergmål,Visor og kvæde frå blåberglandet,Folkemusikk/Gammaldans,Nei
1996,Odd Børretzen,,Juryens Hederspris,Ja
1996,Bugge Wesseltoft,New conception of jazz,Jazz,Ja
1996,Element,Element,Jazz,Nei
1996,Petter Wettre Quartet,Pig virus,Jazz,Nei
1996,Leif Ove Andsnes,Carl Nielsen: Klaverstykker. Piano Pieces,Kammermusikk,Nei
1996,Truls Mørk,Rachmaninov/Miaskovsky: Suiter for cello og piano,Kammermusikk,Nei
1996,Vertavokvartetten,Carl Nielsen: Strykekvartetter op.5 og 13,Kammermusikk,Ja
1996,Det Norske Kammerorkester m/Iona Brown,Grieg/Nielsen: Musikk for strykeorkester,Orkestermusikk,Ja
1996,Oslo Filharmoniske Orkester med Mariss Jansons,Sibelius: Symfonier nr. 3 og 5,Orkestermusikk,Nei
1996,Stavanger Symfoniorkester med Alexander Dmitriev,Harald Sæverud: Peer Gynt suiter m.m.,Orkestermusikk,Nei
1996,Helén Eriksen,Standards,Årets Nykommer,Ja
1996,Kvitretten,Voices,Årets Nykommer,Nei
1996,Savoy,Mary is coming,Årets Nykommer,Nei
1996,Anne Grete Preus,Vrimmel,Beste Kvinnelige Artist,Nei
1996,Trine Rein,Beneath my skin,Beste Kvinnelige Artist,Nei
1996,Unni Wilhelmsen,To whom it may concern,Beste Kvinnelige Artist,Ja
1996,Bare Egil Band,Absolutt ikke Bare Egil Band,Beste Mannlige Artist,Nei
1996,Ivar Eidem,Missions of a clown,Beste Mannlige Artist,Ja
1996,Jørn Hoel,Soulsville,Beste Mannlige Artist,Nei
1996,Ab & Zu,Totally,Beste Gruppe,Nei
1996,Bel Canto,Magic box,Beste Gruppe,Ja
1996,Savoy,Mary is coming,Beste Gruppe,Nei
1996,DumDum Boys,Sus,Beste Rockartist,Nei
1996,Midnight Choir,Olsen's lot,Beste Rockartist,Nei
1996,Motorpsycho,Blissard,Beste Rockartist,Ja
1996,Henning Sommerro,Svarrabærje,Visesang,Nei
1996,Sondre Bratland,Atterklang,Visesang,Nei
1996,Vamp,13 humler,Visesang,Ja
1996,Iver Kleive og Knut Reiersrud,Himmelskip,Åpen Klasse,Nei
1996,Kirsten Bråten Berg / Svein Tindberg / Jan Erik Pettersen og Bjørgulv Straume,Pilegrimen,Åpen Klasse,Nei
1996,Mari Boine,Eallin,Åpen Klasse,Ja
1996,Unni Wilhelmsen,To whom it may concern,Årets Album,Ja
1996,Bjelleklang,Gud! Hvor du er deilig,Årets Låt,Nei
1996,D.D.E.,Det går likar no,Årets Låt,Nei
1996,Odd Børretzen og Lars Martin Myhre,Noen ganger er det all right,Årets Låt,Ja
1996,Penthouse Playboys,Metropolis,Årets Låt,Nei
1996,Postgirobygget,En solskinnsdag,Årets Låt,Nei
1996,D.D.E.,,Årets Spellemann,Ja
1995,Gustav Lorentzen,Kanskje kommer kongen,Barneplater,Ja
1995,Hanne Krogh,Prøysens barnesanger,Barneplater,Nei
1995,Minken Fosheim,Eventyret om Mozart,Barneplater,Nei
1995,Bukkene Bruse,Åre,Folkemusikk/Gammaldans,Nei
1995,Nye Ringnesin,Frå vals til vise,Folkemusikk/Gammaldans,Ja
1995,Søstrene Hegge og Søstrene Steinsrud,Levande langleik,Folkemusikk/Gammaldans,Nei
1995,Arne Bendiksen,,Spesialpris,Ja
